,name,position,party,funding,image,Website,Donations,Facebook,Twitter,LinkedIn,YouTube,Biography,Statement
78,Julie Willoughby,State Representative - District 13,Republican,Traditional Funding,View Info,https://www.JulieWilloughby.org,,,,,,"I am Christian, wife, and mother of two wonderful children.  I have worked in the medical field for over a decade, and am proud to be a registered nurse.  I am active with my church and volunteer at my son's school and am the president of my HOA.  I am looking forward to serving the community and the wonderful people of my district. ","Julie Willoughby is a Christian, mother, wife, and Republican. Through ongoing community service Julie came to understand how government can impact everyone’s quality of life. She embraces the fact that, “With a staunch commitment to family and community I can make a positive impact on the future.” As a healthcare practitioner Julie has risen through the ranks of her profession, and has embraced the noble cause of helping those that cannot help themselves. Working under pressure as a trauma nurse she has proven herself level headed, rational, and a creative problem solver while effectively communicating even in the face of overwhelming life and death situations. Julie is involved in her community as the HOA board president, and has had the pleasure of serving her neighbors in ways that have made the community a better place. A graduate from Arizona State University, Julie, received her Bachelors of Science in Nursing and holds multiple professional certifications. Julie donates her time to helping her husband’s Rotary Club with fundraising and community functions. Julie Willoughby is your candidate for Legislative District 13 serving Chandler, Gilbert, and Sun Lakes."
79,Liz Harris,State Representative - District 13,Republican,Traditional Funding,View Info,https://voteLizHarris.com,https://voteLizHarris.com,,,,,,"After moving to Chandler in 1999, Arizona is the place I call ""home."" It’s an amazing state but the things that make it successful are under attack. Ironically, liberals fleeing high-tax, high-regulation states are moving to low-tax, low-regulation states like Arizona, but they’re bringing their liberal policies and voting habits with them. We need to make sure we don’t let this leftward push ruin everything that’s working in Arizona. I’ll work to end COVID mandates, protect school choice/parental rights, and secure borders. I’ll advocate for election integrity to have honest/fair elections and the enforcement of our laws. I’ll work for a strong economy and safe neighborhoods. And I’ll oppose efforts to raise taxes or give government greater control over our lives and daily decisions. As a servant leader for the last several decades, I am committed to you and I will work tirelessly to get the job done! I’m a mother, blessed with three great kids. I’ve worked in real estate for the last 17 years and have served in a variety of community and industry positions. I ask for your vote so Julie Willoughby and I can get to work to do all I can for Arizona and our district!"
80,Warren Petersen,State Senator - District 14,Republican,Traditional Funding,View Info,https://votewarrenpetersen.com,,,https://twitter.com/@votewarren,,,,"Thank you for your trust, support, and opportunity to serve you. I ran for office as a small business owner and concerned citizen, promising to limit government and protect our Constitutional rights. I have kept my promises. I’m a top-ranked conservative in the Legislature and have been awarded Small Business Legislator of the Year, Hero of the Taxpayer, #1 for Constitutional Voting, Free Market Champion, Top Regulatory Reformer, Guardian of Small Business, A rating by NRA, and Friend of the Family. I passed legislation to eliminate politicians’ pensions and to shrink government. Arizona has dramatically increased K-12 funding (currently over $14,000/student), is enjoying record breaking surpluses (even after passing record tax cuts), and our economy and job numbers are national leaders. I’m proud to be running as part of the proven conservative team of Petersen, Grantham, and Hendrix, and hope you’ll elect them as well. Grantham and Hendrix face a challenge from a candidate who disagrees with our conservative values. Visit www.votewarrenpetersen.com to learn more and feel free to contact me with any questions. Thank you!"
81,Brandy Reese,State Representative - District 14,Democratic,Traditional Funding,View Info,https://www.reeseforaz.com,https://secure.actblue.com/donate/reeseforaz,https://www.facebook.com/reeseforaz,https://twitter.com/ReeseForAZ,https://www.linkedin.com/in/brandy-reese-048263228/,,"As a leader in the field of forensic science, Brandy received dozens of commendations and recognition for leadership, integrity, dedication, and professionalism. As a scientist, Brandy values objectivity and data. As a peace officer, Brandy took an oath to protect and serve. As a mom, she tirelessly advocates for our neighborhood schools. Brandy will fill a significant void by restoring professionalism and bringing more empathy, data, and evidence into Arizona politics.","I’m running for State Representative because Gilbert needs a visible, present leader who will listen to and truly represent the people and families that make our community so great. I come from a working-class family that rarely made ends meet. But through hard work, scholarships, and student loans, I realized my dream and earned my degree. As a forensic scientist and peace officer, I earned the recognition and respect of my peers and supervisors through leadership, integrity, and dedication. As your legislator, I will apply that same work ethic to earn your respect and trust. As a mom who's raised 2 daughters in our neighborhood schools, I will be a champion for education funding that is fair and strengthens our public schools. As an Arizonan who cares deeply about our natural resources, I will listen to water experts and advocate for real solutions to our water crisis. As a legislator, I will fill a significant void by restoring professionalism and bringing reason and respect back to Arizona politics. And as a woman, I will be a voice to protect essential medical freedom.I am the leader we need in the House of Representatives, and I ask for your vote."
82,Laurin Hendrix,State Representative - District 14,Republican,Traditional Funding,View Info,,,,,,,,"I served in the Legislature before, earned a conservative reputation, and returned to the private sector. Several years later I was asked to run for City Council because they needed a conservative they could count on, so I agreed, and have fought to protect taxpayers, support public safety, and take care of the needs of a fast-growing city. Now, I’ve agreed to return to the Legislature because a lot of really important issues are dying because of tiny, one-vote margins. Every seat matters and we need consistent conservatives. That’s why I’m running with Warren Petersen and Travis Grantham. REMEMBER, YOU GET TWO VOTES FOR STATE HOUSE! Vote Grantham and Hendrix. Please don’t elect Travis and one of our liberal opponents to cancel out his conservative vote. We need to secure our elections and our borders, we need to keep Critical Race Theory (CRT) out of our schools, we need to keep our economy on track and stop left-wing ideas like cancel culture and turning Arizona into California. Every vote matters, so please elect your conservative team of Petersen, Grantham, and Hendrix, and THANK YOU for doing your part. We won’t let you down!"
83,Travis Grantham,State Representative - District 14,Republican,Traditional Funding,View Info,https://www.granthamforaz.com,https://secure.anedot.com/grantham-for-az/website,https://www.facebook.com/granthamforaz,https://twitter.com/TravisGrantham,https://www.linkedin.com/in/travis-grantham-29a1b490/,https://www.youtube.com/user/travgrantham/featured,,"I’m a third-generation Arizona native, and I’m proud to serve as a Commander and Instructor pilot in the Arizona Air National Guard. For the last two years, your team of Warren Petersen, Jake Hoffman and I have won awards from taxpayer and family groups because of our consistent conservative records in support of policies that protect Arizonans and make us stronger – Secure Borders, Election Integrity, Strong Schools, Low Taxes, Constitutional Liberties, and more. Now, Arizona leads the nation in economic growth, Arizona schools are national leaders in closing the achievement gap, and people are moving here from all over the country, because Arizona is doing things right. Because of redistricting, Jake Hoffman is now in another district, so we’re excited to be running with Laurin Hendrix, who served well previously, and who has been outstanding on the City Council these last two years. You can count on us to work hard on everything from education to health care, water to public safety, medical freedom and more. Keep Arizona on the RIGHT track and elect the team you can trust – Petersen, Grantham and Hendrix. Thank you!"
84,Alan Smith,State Senator - District 15,Democratic,Traditional Funding,View Info,https://www.alansmithforarizona.com,https://secure.actblue.com/donate/alan-smith-for-arizona-1,https://facebook.com/AlanSmithForArizona,https://twitter.com/smi1976ala,,,"My Name is Alan Smith and I live in East Mesa off Ellsworth Rd. I grew up inDavenport, IA and graduated from the University of Iowa with a degree in Finance. Iworked as an auditor in the insurance field and was transferred and promoted severaltimes in my 38 yr career. I have held positions of increasing responsibility in Iowa,Utah, California, Colorado and Hawaii. Since 1990, I have traveled regularly to work inArizona. ","“I will be your Citizen Legislator.”I will be your state senator for two election cycles(4 yrs) and retire. I am not aprofessional politician, like my opponent, special interest focused election denierJake Hoffman.I am running on your Arizona Priorities supporting:- Democracy’s free and fair election results- Strong public schools, community colleges and state universities.- Women’s Rights, especially, Women’s Privacy &amp;amp; Healthcare Rights- Common sense gun legislation- Continued use of early and mail-in voting- Statewide water planning and conservationThese core priorities will shape the decisions I make as your state senator. My opponent isagainst all of these priorities. Hoffman ignored the people’s vote count in AZ, supportsuniversal vouchers for private schools, wants to ban all abortions with no exceptions, is 100%with the NRA, against early &amp;amp; mail-in voting and for residential development without aguaranteed water supply. Please visit my website www.AlanSmithForArizona.com"
85,Jake Hoffman,State Senator - District 15,Republican,Traditional Funding,View Info,https://www.jakehoffman.com,,,,,,,"As the 2021 National Legislator of the Year, a 100% rated constitutional conservative legislator, a champion of the family and taxpayers, an A+ defender of the Second Amendment, and fierce advocate for the freedom, opportunity, and prosperity that exists in Arizona, you can have confidence that I will always fight for you.  At the Capitol I have been hard at work to secure our elections, authoring legislation to ban the private funding of elections, prohibit the mass mailing of ballots to voters who didn’t request it, and require proof of citizenship to vote.  I’ve fought to protect children by prohibiting sexually explicit material from being used in our schools. I’ve stood up against the tyranny of COVID by protecting small businesses from rogue government agencies, and this year, banning any Arizona government from requiring a COVID vaccine.  I’m proud to be running as a team with two incredible conservative Republicans, Jacqueline Parker and Neal Carter. I ask that you support all three of us. You get ONE vote for State Senate and TWO votes for State House. If you want a conservative team that works together to get great things done, please vote for HOFFMAN, PARKER, and CARTER for Legislature!"
86,Jacqueline Parker,State Representative - District 15,Republican,Traditional Funding,View Info,https://www.electjacquelineparker.com,https://give.cornerstone.cc/electjacquelineparker/checkout,https://www.facebook.com/ElectJacquelineParker/,,,,,"As one of the top fiscal conservatives in the legislature, I’m running for re-election to continue fighting against the democrat agenda infusing our state, our elections, and our schools. During my first term, I’ve drafted policy that has protected the unborn, pushed back against unconstitutional mandates, and helped restore our broken system of checks and balances. I’ve received 100% rankings as a constitutional conservative and champion of the family and taxpayers, as well as an A+ ranking for defending the 2nd Amendment. I’m a born and raised Arizona native, but I’ve traveled all over the country earning a B.A. in Philosophy from BYU, an M.A. in Literature from ASU, and a J.D. from USF in California. I’m fluent in Spanish having served church and medical missions in Texas, Mexico, Ecuador, and Nicaragua, so I understand better than most what is needed to secure our borders and stop illegal immigration. I’ve been working this past year with Jake Hoffman and Neal Carter in the legislature and the 3 of us are now running together as your conservative team in LD15! Arizonans deserve PROVEN conservative leadership with a demonstrated ability to deliver results and solutions. Please vote PARKER, CARTER, and HOFFMAN."
87,Neal Carter,State Representative - District 15,Republican,Traditional Funding,View Info,https://www.nealcarterarizona.com,,,,,,,"Serving as your representative is a position of sacred trust, a trust I take very seriously. Issues close to my heart include protecting religious liberty and the unborn, reducing taxes and spending, eliminating government waste, enhancing border security, and protecting the integrity of education through expanding parental rights and school choice. I am 100% pro-life: I voted for the heartbeat bill and for an end to chemical abortions; 100% pro-2nd Amendment: a longtime CCW permit holder myself and sporting enthusiast; 100% committed to reducing taxes; I've signed Americans for Tax Reform's pledge never to raise taxes, and 100% committed to freedom whether it be health freedom, educational freedom or economic freedom. Victories this past session include fighting against mask requirements by passing a bill in the State House banning masks at all government offices and standing up for local determination where incorporation is involved. Fighting for you means building allies with shared vision and tested principles. I'm proud to be running with Jacqueline Parker and Jake Hoffman as your conservative, constitutional voice in the legislature. No other team has the expertise, wherewithal and stamina to champion your causes better than Carter, Parker and Hoffman. Thank you for your vote."
88,Taylor Kerby,State Senator - District 16,Democratic,Traditional Funding,View Info,,,https://www.facebook.com/KerbyforSenateLD16,https://twitter.com/kerby4senate,,,"Taylor Kerby is a full-time teacher from Casa Grande. A lifelong Arizonan, Taylor graduated from ASU, and is a father of two. He is an advocate for Arizona schools and has served on the Casa Grande Union High School Governing Board since 2020. Taylor is passionate about funding public schools, preserving our right to vote, and improving the lives of all Arizonans. As your representative Taylor will work for the interests of our towns and communities.","It has been my great privilege to serve on the Casa Grande Union High School Governing Board starting in 2020 where I have advocated for teachers and students. In this time, I have worked with talented and dedicated staff who are passionate about student success. However, our legislature has continued to not give schools the resources they need to be successful. As a father I have grown increasingly concerned for my daughters who are growing up in underfunded Casa Grande schools. Our legislature must address the issue of education, and work to move democracy forward. We must make voting more accessible and work across the aisle to solve our state's toughest challenges. When elected, I will be a strong advocate for our children's education and diligently fight to protect democracy for their generation. "
89,"Thomas ""T.J."" Shope",State Senator - District 16,Republican,Traditional Funding,View Info,https://www.tjshope.com,https://secure.winred.com/shope-for-senate-b1529532/donate-today?sc=winred-directory&money_bomb=fals,https://www.facebook.com/TJSHOPEFORARIZONA,https://twitter.com/TJShopeforAZ,https://www.linkedin.com/in/t-j-shope-76585a132,,,"This election is critical for Arizona. Each voter must ask themselves: ""Who will best represent me in the state senate?"" T.J. Shope has a distinguished record of standing up for the people he represents. T.J. Shope knows the issues very well and has fought for AND DELIVERED for his constituents! T.J. Shope also fought for policies that helped bring desperately needed jobs to our area such as Lucid and Nikola Motors. For many years T.J. Shope has been a leading advocate for safe neighborhoods and has worked to provide law enforcement with the tools and the funding they need to get the job done and keep criminals off our streets. T.J. Shope was instrumental in the forming of the Arizona DPS Border Strike Force and continues to fight for what it needs to keep our border secure. T.J. Shope knows parents should be the ones to determine the best education for their children and has fought to give YOU as a parent, the biggest voice! Your vote for T.J. Shope for State Senate will ensure that we keep an honest leader who is a real friend of the people and unafraid to fight for you! More information available at www.tjshope.com."
90,Keith Seaman,State Representative - District 16,Democratic,Traditional Funding,View Info,https://seamanforarizona.com,,https://www.facebook.com/Seaman4AZ,https://twitter.com/Seaman4House16,,https://www.youtube.com/channel/UCjyTxeq46fl0gUx7dJqFopw,"Keith Seaman is a lifelong Arizonan with strong family and community ties who believes that local politicians should work towards making their communities healthier, safer, and inclusive places for all to live and work. He served in the United States Air Force and Army Reserves, and spent over 40 years dedicated to teaching students across Arizona. Currently, Keith serves as Vice President of the Coolidge Unified District School Board and a delegate to the Arizona School Board Association.","I moved to Arizona in 1974 to start my first teaching job in Lake Havasu City. Icontinued teaching and began raising my family here. I even went back toschool at Northern Arizona University and earned a master’s in teachingEnglish.My love for teaching led me to reignite my passion for politics. Over thenext 40 years, I dedicated my life to education while raising my daughter. Iworked as a teacher, principal, and superintendent in Mohave County. Mytime in education showed me the problems that teachers and students face; Idecided I wanted to be a part of the solution.Upon my retirement in 2010, I started volunteering more frequentlywith the Casa Grande and Pinal County Democrats. Then in 2018, I ran - andwon - a seat on the Coolidge Unified School Board.As a school board member, I have worked to support local students,teachers, and the community. I am running to represent LD-16 in the statelegislature because I want to continue my life’s work of supporting ourcommunities. If elected, I will fight for Arizona students, teachers, andfamilies."
91,Rob Hudelson,State Representative - District 16,Republican,Traditional Funding,View Info,,,,,,,,"Arizona is a national leader in job creation and economic growth, so a big part of what our Legislature needs to do is keep our state on the right track. That means pro-growth policies, greater infrastructure, long-term water plans, quality K-12 schools and universities, and safe communities. Amazingly, today’s Democratic candidates are campaigning on defunding the police, closing charter schools and eliminating school choice for parents, and turning our K-12 schools into labs where our kids are the test subjects. They want higher taxes, more regulations, and basically want to turn Arizona into California. NO THANK YOU! I’ll work for common-sense legislation to protects kids, families, small businesses, agriculture, and taxpayers. I’ll support efforts to secure our border, end the deadly flow of fentanyl and other drugs, and stop human trafficking. I’ll support our police and fire and give them the tools they need to keep themselves and us safe. I’m a husband (28 years), a father (of 7), a pastor and small business owner, I’m deeply rooted in our community, and I’ve been called to public service because I believe our state and country needs more regular Joes running for office. My only “special interest” will be you!"
92,Teresa Martinez,State Representative - District 16,Republican,Traditional Funding,View Info,https://martinezforarizona.com,https://secure.anedot.com/f7123284-5d2d-43e6-a54b-33710aa32ddd/donate,https://www.facebook.com/MartinezForArizona,https://twitter.com/MartinezForAZ,,,"Teresa Martinez was born and raised in Casa Grande, the heart of Pinal County. Teresa is a single mother of a 19-year-old son in his 2nd year of college.  She is the oldest of 5 children of a San Manuel Mine miner.Teresa Martinez has worked for two U.S. Congressmen and the Arizona Secretary of State.  She has worked with candidates and political party officials to get Republicans elected for 20 years.  ","After working for 20 years to get Republican candidates elected and working in their official offices, I am blessed to have the opportunity to serve my community.My priorities as Arizona Representative include protecting local businesses, developing the economy in the face of inflation, and help to bring high paying jobs to her district. Transportation infrastructure is an important point of focus, especially as it pertains to the I-10 expansion between Casa Grande and Chandler as well as improvements on State Route 347 and 238 for the town of Maricopa. I will support legislation that makes our schools and our community safer. I support law enforcement and the adequate funding they require to do their jobs effectively. My other priorities include school choice and empowering parents, election integrity, preserving rural communities, protecting our Second Amendment and water."
93,Justine Wadsack,State Senator - District 17,Republican,Traditional Funding,View Info,https://wadsack4arizona.com,,,https://twitter.com/Wadsack4Arizona,,,,"Justine is a strong ""America First"" Conservative Republican with 40 years in Tucson, AZ. A Daughter of the American Revolution, Wife of 22-year Ret. Air Force Major, Mother to four Military, Mother to two Disabled Teenagers &amp; proud Grandmother. Justine was the Republican LD10 Nominee in the 2020 General Election as THE VOICE OF THE PEOPLE. Justine's career began in Advertising/Marketing/PR in Chicago before coming home to produce halftime for NBA/NFL &amp; concerts for Arizona Tribal-Nations. She's a Small Business Owner/Investor/Realtor known as ""the Agent who gives back"", having donated $40,000 to Military &amp; 1st-Responders. Justine FOUGHT &amp; WON legal battles against State Agencies DES/DDD/DCS, TUSD &amp; Dept. of Education for violations of Human/Civil Rights/Civil Liberties, Constitutional Law, ADA Title-II Section-504 &amp; Parents' Rights under IDEA/FAPE/A.R.S. 1-601/A.R.S. 1-602. Justine has already helped thousands of people in Pima County fight for MEDICAL FREEDOM, keeping their jobs with use of Religious Exemptions! Justine stands for; AMERICA FIRST, VOTER INTEGRITY, U.S. CONSTITUTION, MEDICAL FREEDOM, SECOND AMENDMENT, SCHOOL CHOICE, EDUCATION REFORM, PARENTS RIGHTS, BORDER SECURITY, BILL OF RIGHTS, LEGAL IMMIGRATION, PROLIFE, LOW TAXES/INCENTIVES, DCS REFORM, MENTAL HEALTH/ELDERLY HEALTHCARE REFORM, VETERAN/HOMELESS CARE, STOPPING HUMAN TRAFFICKING, FREEDOM, LIBERTY."
94,Mike Nickerson,State Senator - District 17,Democratic,Participating,View Info,www.mikenickersonforaz.com,,,www.twitter.com/mikenickersonaz,,,,"As a pastor and educator, my passion has been to bring together diverse groups of people to improve our communities, our state, our country, and our world. I‘m running to repair the dysfunctional state senate that no longer seeks to find solutions to the challenges facing Arizona. Instead, it has wasted our tax dollars on frivolous audits and introduced legislation that serves only to divide us.   My experience leading 25-member rural congregations and 1,000+ member urban congregations, as president of a graduate school, and as a developer of new churches in Arizona and Nevada provides the tools needed to get the senate to work for Arizonans.We can create a hopeful and prosperous future for all Arizonans. We must fully fund public schools to retain dedicated teachers who will nurture a well-educated citizenry; we must implement a plan to conserve and develop our surface and groundwater resources; we must guarantee affordable quality health care for all Arizonans.Above all, I will fight to protect your most basic rights and freedoms.  The right to vote and have your vote counted honestly. A woman's right to make her own medical decisions with full doctor/patient privacy and without government interference."
95,Brian Radford,State Representative - District 17,Democratic,Traditional Funding,View Info,https://www.radfordforaz.com,https://secure.actblue.com/donate/radford-for-arizona-campaign-1,https://www.facebook.com/radfordforaz,https://twitter.com/BrianRadfordAZ,,,"Brian is a lifelong Democrat born in California, public schooled in Ohio and is a graduate of Kent State University.  Brian has lived in his district for 20 years and served the State of Arizona at the Arizona Department of Corrections. He rose through the ranks from Officer, Sergeant, Case Manager where he worked with SMI Mental Health inmates in Max Custody, Programs Supervisor and Associate Deputy Warden. As an educator, he worked with special education students and is a proud foster parent.",Brian believes Arizona faces several significant challenges in the years ahead. He is committedto protect voting rights and access to the ballot. He is committed to fully funded publiceducation and the expansion of STEM and special education programs. He also supportsmeasures that will lower prescription drug prices and improve health care access. Arizona mustaddress water scarcity and future water management through conservation and reclamationefforts while seeking better ground water management for future growth and balanced landusage and development. He is looking to be the voice of the people in his district and all Arizonans. It's time to work together to bring progress for ALL Arizonans.
96,Cory McGarr,State Representative - District 17,Republican,Traditional Funding,View Info,https://www.mcgarrforarizona.com,https://www.mcgarrforarizona.com/,https://www.facebook.com/McgarrForHouse,https://twitter.com/CoryMcGarr,,,"Cory was born and raised in New Jersey where he met his wife during a Sunday morning church service. He married his wife Rebecca and they have four beautiful children. They decided to move to Arizona to escape the corrupt and abusive government in New Jersey. They chose Arizona for it's freedom and liberty, low taxes and low regulation. Cory was able to settle in the Tucson area managing a local pest control company.","The events over the past two years have been both astounding and terrifying. We saw a corrupted electoral system, schools teaching critical race theory and radical sexuality to young children, and a governor declaring a state of emergency that gave him the power to mandate medical decisions, close down whatever business he deemed unessential, and have our schools closed down. I looked to our elected leaders for help and couldn’t find anyone willing to stand up and fight for us. It became apparent that the politicians were more worried about their own political careers than doing what was right. I am running to fix the broken election system and eliminate the potential for fraud, to make sure medical decisions are left up to you and your doctor and not your politician and employer. I'm running to fix the school system and create school choice for all Arizonans, to make sure we teach the basics of reading, writing, and arithmetic and not critical race theory, radical sexuality and gender theory. We need an uncompromising fighter who will fight for freedom and liberty and won't back down. I am running to be that fighter."
97,Dana Allmond,State Representative - District 17,Democratic,Traditional Funding,View Info,www.allmond4az.com,https://secure.actblue.com/donate/dana-allmond,https://m.facebook.com/allmond4az,https://twitter.com/allmond4az,https://www.linkedin.com/in/dana-allmond-mba-ltc-u-s-army-retired-0997bb11b/,,"In 1994, Dana earned a B.S from West Point and was commissioned a second lieutenant. Her graduate degrees include Master of Science, counseling and leader development from Long Island University and a Master of Business Administration from Arizona State University. Dana lives in Marana with her husband Jon Wilson, an emergency medicine physician assistant. They have an 18-year old daughter, Sydney and 10-year old triplets: daughter, Ciara, and sons, Aidan and Parker.","I am a retired Army Lt. Colonel and a proud 1994 graduate of West Point. Myhusband and I have been married 22 years and have four wonderful children,three of whom are triplets. Recent events make me worry about our children’sfuture. In a very short period, we have witnessed a dramatic erosion of ourindividual rights - The right to free and fair elections; the right to make our owndecisions about reproductive and medical choices; the right to a fully fundedpublic education and the right to clean and abundant water. Preserving theserights will improve life for the majority of Arizonans and strengthen our state’seconomy. Unless we act right now, my children and yours will grow up in acountry with far fewer rights than we had growing up. We cannot take ourprecious democracy for granted. A radical minority is turning back the clock, sowe must fight to protect our shared public values. What kind of Arizona will weleave for our children? I ask for your vote to make sure that their future remainsbright."
98,Rachel Jones,State Representative - District 17,Republican,Traditional Funding,View Info,https://www.jonesforarizona.com,https://www.jonesforarizona.com,https://www.facebook.com/RJ4AZHouse,,,,"Rachel Jones has been an active citizen of Arizona for 17 years. Arizona’s conservative values and Rachel’s husband’s career as a Border Patrol agent led her to call the Grand Canyon state home. Rachel is a mother of five kids, three of whom were the blessing of adoption. Rachel received her degree in Business Management and spent her career as a business executive at the 3rd largest UPS facility in the country. Having children led her to become a teacher.","My husband and I have raised our children on Christian, Conservative, and Arizona values. My faith is my prime motivator in all I do for my family and my state. My time in business made me a strong, calculated, and passionate leader, and I now hope to continue utilizing my experience to identify problems, execute solutions, and deliver results in the State House in Phoenix. Having children truly refined my beliefs on the importance of the family in communities. This is why I decided to put my business life aside, and focus on my family, and the families of all Arizonans. This led me to become a teacher, fostering the next generation of Americans. But my business background could not be hidden, so I eventually became the Director of the preschool. As a mother of five, former teacher, and former business executive, I knew that I could no longer sit by and let the Socialist Democrats in Phoenix ruin our great state. This is why I have been a local leader on pro-life, medical freedom, and the border crisis. I am an Authentic Conservative Fighter and will not stop until we have restored Arizona’s values."
99,Priya Sundareshan,State Senator - District 18,Democratic,Traditional Funding,View Info,https://priyaforarizona.com,https://secure.actblue.com/donate/priya-for-arizona-1,,https://twitter.com/priya4az,,,"Priya Sundareshan was born and raised in Tucson and graduated from Catalina Foothills High School. She studied engineering at MIT before returning to Tucson to pursue environmental law, receiving her law degree and a master's in natural resource economics at the U of A. She practiced energy and environmental law in DC, including advocating with an environmental nonprofit, before returning home to Tucson to teach.","I am running for State Senate to make Arizona a leader in renewable energy, restore balance to our water issues through conservation and efficiency, and improve our democracy by making voting easy and accessible to all. I teach natural resources law at the University of Arizona and my career has been focused on environmental sustainability and addressing climate change. I am also a voting rights advocate and have been leading voter protection efforts and engagement on redistricting within the Arizona Democratic Party. I was born and raised in the LD18 district and I want the wonderful opportunities I had in our public schools to be available to all Arizona children. I studied engineering at MIT and law and natural resource economics at the U of A, so I know we need more science-based decision-making in politics. I have a young family and I want my children and all children to inherit a sustainable world and sustainable Arizona."
100,Stan Caine,State Senator - District 18,Republican,Participating,View Info,https://www.az4caine.com,,,,,,"Stan was born in Los Angeles, CA and moved to Tucson in 1998. He is the father of three, all graduates of Arizona schools. His oldest daughter is a Chaplain in the US Army, his son teaches mathematics, and his youngest daughter is a nurse.Stan has over 33 years of service to Department of Defense (DoD) working with Navy, Air Force, Army, and Marines as well as several agencies. Stan earned a Master of Science in Administration and Bachelor of Science in Business Administration.","Why am I running for office? After working 33 years for the Department of Defense, I knew in my retirement that I couldn’t stand by and watch my great state and country continue down the path it was heading. Gas prices continue to rise; inflation is higher than it’s been in years; our freedoms and liberties are being challenged; people are not respecting police, first responders, or our military; our border is not being enforced; and common respect and courtesy is fading. Families are being torn about by political division that is fueled by the mainstream media. In some ways, I’m glad my mother is not alive to witness the state of things. I respect everyone and will fight for your constitutional freedoms. I helped to raise my three kids in Arizona, and all graduated from Arizona schools. I am a certified substitute teacher in Arizona and have worked in Amphitheater and Marana schools. I wish for Arizona children to have a quality education. It’s time Arizona leads the nation in restoring respect, responsibility, and common decency back into Arizona and our lives.I’m running to make a positive difference!"
101,Chris Mathis,State Representative - District 18,Democratic,Traditional Funding,View Info,https://mathisforarizona.com,,,,,,,"Chris Mathis is a Democrat who teaches health care law at the U of A and lives with his wife, Colleen, in Tucson. In December, Chris was appointed to represent the current LD 9 in the Arizona House of Representatives. Chris practices elder law, helping older Tucsonans and their families resolve issues related to long-term care, public benefits and estate planning. A Professor of Practice at the University of Arizona’s James E. Rogers College of Law and Arizona Education Association member, Chris teaches classes on Health Care Law &amp; Policy and Aging. He formerly served as Director of Policy &amp; Communications at the Healthcare Markets &amp; Regulation (HMR) Lab at Harvard Medical School and as Southern Arizona Coordinator for the Flinn-Brown Fellows Civic Leadership Program. Chris worked in the Illinois General Assembly, the U.S. House of Representatives, the British Parliament and as a Health Care Legislative Assistant to U.S. Senator Chuck Hagel prior to moving to Tucson in 2001. He earned a Master in Public Administration from the Harvard John F. Kennedy School of Government and a Master in Public Health from the Harvard School of Public Health as well as law and undergraduate degrees from the University of Illinois."
102,Linda Evans,State Representative - District 18,Republican,Traditional Funding,View Info,lindaevans4az.com,,,,,,,"I’ve been going door to door since Thanksgiving 2021. Independents, Democrats, and Republicans are saying:1:THE ECONOMY: 50% of Democrats say the country is going in the WRONG direction. 2: DRUGS: Fight DRUG Cartels at the Border. Our people are addicted. Our teens are dying. 3: PRICES: Fight food and gas prices. We are bankrupt, depressed  Drill in the USA. Support truckers. 4: POLICE: We want MORE police protection. Do NOT DEFUND THE POLICE. Crime is creeping up the Foothills. People DON’T want to live in metro Tucson…feel stuck. Small businesses are dying. 5: MANDATES: The Government uses Covid Mandates to destroy businesses in Pima County. 6: SCHOOLS: Underage children are being “groomed” for exploitation. Parents pledge to fight back! Children belong to PARENTS, NOT schools, NOT the Government. 7: Why is the Inflation REDUCTION ACT hiring 87,000 IRS AGENTS to audit the middle class? I welcome your VOTE, Independents, Democrats, Blacks, Asians, and Mexicans whose party has left you. Let’s come together! We need Checks and Balances! There are 2 Legislators for Legislative District 18. Let one balance the other!  After 10 years of NO representation from the other party, VOTE LINDA EVANS, your “common sense” candidate!"
103,Nancy Gutierrez,State Representative - District 18,Democratic,Traditional Funding,View Info,https://www.nancyforaz.com,https://secure.actblue.com/donate/nancy-for-az-3,https://www.facebook.com/nancyforaz,https://twitter.com/nancygforAZ,,https://www.youtube.com/channel/UC-UsPKEvRo90yjInyvIv1fQ,"I have spend most of my life living in Arizona.  I am a product of Arizona public schools, including earning a BS in Elementary Education with an emphasis in Math.  My husband and I have raised our two daughters in Tucson.  I've spent the last 14 years volunteering in their schools and served as President of the Manzanita FFO.  In 2017, I helped restore our Tucson Chapter of NOW and became President in 2018.  I teach at Tucson High Magnet School since 2013, and I am a member of the AEA union.  ","My passion is public education. I am running to ensure that Arizona puts public education, teachers, staff and students as a priority. We must prioritize public education and fully fund it so that we can ensure all students receive an education that will allow them to be successful in the paths they choose. Teachers should be empowered to teach students with creativity and knowledge, rather than being demeaned. Education in Arizona should bring opportunities for all students to learn in a variety of modalities in order to prepare for a bright future.I am a Gun Sense Candidate and will work for sensible gun legislation. I will protect a pregnant person’s right to choose what they want for their body. I support and will protect voter’s rights. It is essential to our Democracy that each person who is able to vote has the opportunity to do so. It is important to protect our precious water and not allowing legislation to steal water from underserved communities. We must work together to protect our public education, right to choose, our voting rights and our water. "
